Game,Player1,Player2,groundtruth,theta1,theta2,L1,L2,SQ_Q,ACQ1_Q,ACQ2_Q,NEGO_Q,CAP1_Q,CAP2_Q,WAR1_Q,WAR2_Q,MAX_Quantum,SQ_C,ACQ1_C,ACQ2_C,NEGO_C,CAP1_C,CAP2_C,WAR1_C,WAR2_C,MAX_Classical
70,USA,LTU,SQ,5.1,1.5,1,1,0.23038508589520293,0.02743707696001961,0.3006860041563897,0.03313830141446923,0.03095850628777252,0.05949560882420858,0.10840275551411005,0.20949666094782754,ACQ2,0.19268778471994166,0.019175615152499617,0.35117961711122037,0.08319482593869883,0.016267448717823874,0.08058478676311552,0.14682786024511124,0.11008206135158871,ACQ2
70,USA,LTU,SQ,5.1,1.51,1,1,0.23162395654254314,0.027811916625132375,0.29759398819871,0.033251925970328174,0.031122571022283763,0.05952763822605515,0.10846111402974265,0.2106068893852045,ACQ2,0.19268778471994166,0.019175615152499617,0.35117961711122037,0.08319482593869883,0.016267448717823874,0.08058478676311552,0.14682786024511124,0.11008206135158871,ACQ2
70,USA,LTU,SQ,5.1,1.52,1,1,0.2328386361724764,0.028194800104033,0.29448950022379977,0.03337416865168176,0.031288189878445526,0.059562477736693466,0.10852459264654468,0.21172763458632524,ACQ2,0.19268778471994166,0.019175615152499617,0.35117961711122037,0.08319482593869883,0.016267448717823874,0.08058478676311552,0.14682786024511124,0.11008206135158871,ACQ2
70,USA,LTU,SQ,5.1,1.53,1,1,0.2340283867998749,0.028585867483975895,0.2913735688368866,0.03350533883621304,0.031455335610770206,0.05959994009056269,0.10859285016113655,0.21285871218058017,ACQ2,0.19268778471994166,0.019175615152499617,0.35117961711122037,0.08319482593869883,0.016267448717823874,0.08058478676311552,0.14682786024511124,0.11008206135158871,ACQ2
70,USA,LTU,SQ,5.1,1.54,1,1,0.23519249017691454,0.028985251929866986,0.28824723181240536,0.03364575904590456,0.031623978254841104,0.05963983305741264,0.10866553632432793,0.2139999193983271,ACQ2,0.19268778471994166,0.019175615152499617,0.35117961711122037,0.08319482593869883,0.016267448717823874,0.08058478676311552,0.14682786024511124,0.11008206135158871,ACQ2
70,USA,LTU,SQ,5.1,1.55,1,1,0.23633025066682828,0.029393078980779988,0.2851115351449349,0.03379576482730377,0.03179408504109286,0.059681959289292104,0.10874229156232627,0.21515103448744172,ACQ2,0.19268778471994166,0.019175615152499617,0.35117961711122037,0.08319482593869883,0.016267448717823874,0.08058478676311552,0.14682786024511124,0.11008206135158871,ACQ2
70,USA,LTU,SQ,5.1,1.56,1,1,0.2374409981255946,0.029809465836585582,0.28196753204625913,0.03395570458702815,0.03196562031698811,0.05972611618007258,0.10882274672078482,0.2163118161866871,ACQ2,0.19268778471994166,0.019175615152499617,0.35117961711122037,0.08319482593869883,0.016267448717823874,0.08058478676311552,0.14682786024511124,0.11008206135158871,ACQ2
70,USA,LTU,SQ,5.1,1.57,1,1,0.23852409076953,0.030234520637383154,0.278816281895011,0.03412593938238213,0.032138545478420454,0.05977209573983196,0.10890652283592592,0.21748200326151534,ACQ2,0.19268778471994166,0.019175615152499617,0.35117961711122037,0.08319482593869883,0.016267448717823874,0.08058478676311552,0.14682786024511124,0.11008206135158871,ACQ2
70,USA,LTU,SQ,5.1,1.58,1,1,0.23957891800527786,0.030668341738577045,0.27565884914628175,0.034306842667377845,0.03231281891114488,0.059819684486499256,0.10899323093711433,0.21866131410772705,ACQ2,0.19268778471994166,0.019175615152499617,0.35117961711122037,0.08319482593869883,0.016267448717823874,0.08058478676311552,0.14682786024511124,0.11008206135158871,ACQ2
70,USA,LTU,SQ,5.1,1.59,1,1,0.2406049031974062,0.031111016984572734,0.2724963022094461,0.03449879999487646,0.032488395942998544,0.05986866335720886,0.10908247188534258,0.2198494464281485,ACQ2,0.19268778471994166,0.019175615152499617,0.35117961711122037,0.08319482593869883,0.016267448717823874,0.08058478676311552,0.14682786024511124,0.11008206135158871,ACQ2
