ccode1,ccode2,year,ISO3let1,ISO3let2,ISOShNm1,ISOShNm2,majpow1,majpow2,rlregion,region1,region2,pol_rel,tau_regi,tau_glob,s_un_reg,s_un_glo,s_wt_reg,s_wt_glo,contig,colcont,colony1,colony2,numstate,numGPs,wrTu1v1,wrTu1v2,wrTu1vsq,wrTp1win,wrTstk1,wrTu1sq,wrTu1ac1,wrTu1ac2,wrTu1neg,wrTu1cp1,wrTu1cp2,wrTu1wr1,wrTu1wr2,wrTu2v2,wrTu2v1,wrTu2vsq,wrTp2win,wrTstk2,wrTu2sq,wrTu2ac2,wrTu2ac1,wrTu2neg,wrTu2cp2,wrTu2cp1,wrTu2wr2,wrTu2wr1,wrSu1v1,wrSu1v2,wrSu1vsq,wrSp1win,wrSstk1,wrSu1sq,wrSu1ac1,wrSu1ac2,wrSu1neg,wrSu1cp1,wrSu1cp2,wrSu1wr1,wrSu1wr2,wrSu2v2,wrSu2v1,wrSu2vsq,wrSp2win,wrSstk2,wrSu2sq,wrSu2ac2,wrSu2ac1,wrSu2neg,wrSu2cp2,wrSu2cp1,wrSu2wr2,wrSu2wr1,wrWu1v1,wrWu1v2,wrWu1vsq,wrWp1win,wrWstk1,wrWu1sq,wrWu1ac1,wrWu1ac2,wrWu1neg,wrWu1cp1,wrWu1cp2,wrWu1wr1,wrWu1wr2,wrWu2v2,wrWu2v1,wrWu2vsq,wrWp2win,wrWstk2,wrWu2sq,wrWu2ac2,wrWu2ac1,wrWu2neg,wrWu2cp2,wrWu2cp1,wrWu2wr2,wrWu2wr1,eqTsq,eqTnego,eqTacqa,eqTacqb,eqTcapa,eqTcapb,eqTwara,eqTwarb,eqSsq,eqSnego,eqSacqa,eqSacqb,eqScapa,eqScapb,eqSwara,eqSwarb,eqWsq,eqWnego,eqWacqa,eqWacqb,eqWcapa,eqWcapb,eqWwara,eqWwarb,cwongo,cwongonm,cwinit,cwinitnm,cwdynm,cwhost1,cwhost2,cwhostd,cwkeynum,cworig1,cworig2,cwmidnme,cwsideA1,cwsideA2,cwhiact1,cwhiact2,cwhiactd,cwoutcm,cwsettle,cowrolea,cowroleb,groundtruth
42,220,1987,DOM,FRA,DOMINICAN REPUBLIC,FRANCE,0,1,5,5,1,1,-0.647953,-0.116526,-0.756098,0.428571,0.38212,0.586707,6,6,0,0,161,5,1.906224,-1.469529,0.628572,0.105295,3.375752,0.628572,-1.469529,1.906224,-1.114079,-2.364234,1.840038,-1.627617,-2.07497,1.959054,-1.362236,0.917241,0.145971,3.321289,0.917241,-1.362236,1.959054,-0.877425,-2.216265,1.867301,-1.396192,-1.823207,1.963004,-1.600105,0.746653,0.02952,3.56311,0.746653,-1.600105,1.963004,-1.494921,-2.570585,1.940963,-2.002203,-2.487442,1.719979,-1.767782,-0.069623,0.77908,3.487761,-0.069623,-1.767782,1.719979,0.949462,-1.988702,1.138277,0.2573,0.146839,1.324872,0.032929,0.746653,0.10555,1.291943,0.746653,0.032929,1.324872,0.169294,-0.861521,1.246063,-0.35674,-0.803965,0.543436,-0.673246,-0.069623,0.801621,1.216682,-0.069623,-0.673246,0.543436,0.302072,-0.871625,-0.055097,-0.395651,-0.494841,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,SQ
811,812,1988,KHM,LAO,CAMBODIA,LAO PEOPLE'S DEMOCRATIC REPUBL,0,0,4,4,4,1,-0.027027,-0.00625,0.894737,0.975155,0.995741,0.996983,1,6,0,0,161,5,1.120223,-0.96753,0.096339,0.523272,2.087753,0.096339,-0.96753,1.120223,0.124931,-1.444259,1.069812,-0.163844,-0.402208,1.125306,-0.964142,0.10174,0.37082,2.089448,0.10174,-0.964142,1.125306,-0.189334,-1.593323,1.089582,-0.539648,-0.854238,1.027672,0.813072,0.922893,0.527501,0.2146,0.922893,0.813072,1.027672,0.926274,0.340573,0.540845,0.203197,-0.033052,1.032423,0.818056,0.927776,0.377315,0.214367,0.927776,0.818056,1.032423,0.89894,0.195371,0.684201,0.239376,-0.071967,0.92723,0.918548,0.922893,0.021449,0.008682,0.922893,0.918548,0.92723,0.918734,-0.060003,0.907436,0.409664,-0.079612,0.932109,0.923436,0.927776,0.978353,0.008673,0.927776,0.923436,0.932109,0.931921,0.901789,0.029193,0.018182,0.007358,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,SQ
770,630,1976,PAK,IRN,PAKISTAN,"IRAN, ISLAMIC REPUBLIC OF",0,0,4,4,2,1,0.969466,0.993188,0.925926,0.98234,0.9615,0.971562,1,6,0,0,151,5,0.027077,-0.033945,-0.003435,0.275702,0.061022,-0.003435,-0.033945,0.027077,-0.017121,-0.758243,0.028024,-0.378323,-0.740472,-0.005794,-0.066361,-0.036083,0.726922,0.060567,-0.036083,-0.066361,-0.005794,-0.022334,-0.339439,-0.003298,-0.156376,-0.292915,-0.4863,-0.609109,-0.548102,0.266737,0.122809,-0.548102,-0.609109,-0.4863,-0.576351,-1.342372,-0.340101,-0.796783,-1.163415,-0.676601,-0.787883,-0.732706,0.799976,0.111282,-0.732706,-0.787883,-0.676601,-0.69886,-0.987907,-0.238132,-0.360404,-0.460416,-0.516082,-0.579907,-0.548102,0.992712,0.063825,-0.548102,-0.579907,-0.516082,-0.516548,-0.587195,0.028025,0.023917,0.020273,-0.703664,-0.761497,-0.732706,0.011615,0.057833,-0.732706,-0.761497,-0.703664,-0.760825,-1.749881,-0.697298,-1.248651,-1.742843,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,SQ
2,368,1937,USA,LTU,UNITED STATES,LITHUANIA,1,0,1,5,1,1,-0.061148,-0.149546,0.822222,0.712821,0.385442,0.49655,6,6,0,0,66,7,0.651284,-1.272807,-0.378303,0.830465,1.924092,-0.378303,-1.272807,0.651284,0.325084,-1.442342,0.965452,0.554485,0.469718,1.1772,-0.987503,0.122301,0.235922,2.164703,0.122301,-0.987503,1.1772,-0.476803,-1.751582,1.26645,-0.769592,-1.151631,-0.618105,-0.882161,-0.752842,0.713456,0.264056,-0.752842,-0.882161,-0.618105,-0.693769,-1.168706,-0.080986,-0.299922,-0.443194,1.028211,0.660684,0.85098,0.290151,0.367526,0.85098,0.660684,1.028211,0.767322,-0.049165,1.246648,0.630836,0.275912,-0.25855,-1.180628,-0.752842,0.425105,0.922078,-0.752842,-1.180628,-0.25855,-0.788648,-1.755523,0.061487,-0.756059,-1.043506,1.406533,0.139012,0.85098,0.588856,1.26752,0.85098,0.139012,1.406533,0.885399,-0.272132,1.849848,1.123143,0.917571,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,SQ
360,345,1895,ROU,xxx,ROMANIA,None,0,0,1,1,1,1,0.209359,0.29277,0.518519,0.777778,0.477147,0.655553,1,6,0,0,39,7,1.441177,-0.212046,0.721356,0.823516,1.653222,0.721356,-0.212046,1.441177,1.149409,-0.38853,0.847129,0.467119,0.378877,1.195167,-0.468752,0.420376,0.076706,1.663918,0.420376,-0.468752,1.195167,-0.341119,-1.392046,1.139834,-0.858098,-1.319745,1.356743,0.375095,0.918397,0.343285,0.981648,0.918397,0.375095,1.356743,0.71208,-0.28162,1.041472,0.06845,-0.259907,1.289918,0.293969,0.839123,0.361128,0.995949,0.839123,0.293969,1.289918,0.653635,-0.344902,0.958259,0.00254,-0.316896,1.389411,0.323602,0.918397,0.179555,1.065809,0.918397,0.323602,1.389411,0.514973,-0.496843,1.224508,-0.060152,-0.470374,1.324077,0.242873,0.839123,0.432595,1.081204,0.839123,0.242873,1.324077,0.710597,-0.324532,0.926782,0.0296,-0.254102,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,SQ
100,2,1909,COL,USA,COLOMBIA,UNITED STATES,0,1,5,5,5,1,-0.043478,-0.033874,0.833333,0.891473,0.041721,0.487883,6,5,0,96,45,8,0.863914,-1.145155,-0.17384,0.001479,2.009069,-0.17384,-1.145155,0.863914,-1.142184,-2.143677,0.864171,-1.641187,-2.140448,0.674294,-1.239269,-0.342633,0.999557,1.913563,-0.342633,-1.239269,0.674294,0.673446,-1.239712,0.848056,0.846987,0.846766,-0.639918,-0.885586,-0.765147,0.001344,0.245668,-0.765147,-0.885586,-0.639918,-0.885256,-1.884242,-0.638889,-1.383555,-1.882883,-0.634503,-0.880934,-0.760108,0.999267,0.246431,-0.760108,-0.880934,-0.634503,-0.634684,-0.881667,0.130083,0.129536,0.12917,0.046418,-1.406219,-0.765147,0.726162,1.452637,-0.765147,-1.406219,0.046418,-0.351369,-1.680057,0.602039,0.067332,-0.069587,0.053323,-1.403516,-0.760108,0.924097,1.456839,-0.760108,-1.403516,0.053323,-0.057255,-1.479419,0.760393,0.611864,0.573913,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,SQ
325,230,1912,ITA,ESP,ITALY,SPAIN,1,0,1,1,1,1,0.0,0.146696,0.433333,0.730159,0.192866,0.337232,5,6,0,0,45,8,1.557966,-0.532483,0.670288,0.307638,2.09045,0.670288,-0.532483,1.557966,0.110618,-1.224846,1.351761,-0.441769,-0.78795,1.309371,-0.778187,0.337918,0.262912,2.087559,0.337918,-0.778187,1.309371,-0.229342,-1.515275,1.133144,-0.774113,-1.142657,1.266376,0.078595,0.727738,0.3029,1.187781,0.727738,0.078595,1.266376,0.438374,-0.618505,1.045945,-0.130608,-0.479158,0.898394,-0.290584,0.325756,0.4725,1.188978,0.325756,-0.290584,0.898394,0.271208,-0.818084,0.554538,-0.336398,-0.600147,1.458412,-0.227895,0.727738,0.193734,1.686307,0.727738,-0.227895,1.458412,0.098801,-1.034161,1.317424,-0.44532,-0.848453,1.125391,-0.563397,0.325756,0.499082,1.688787,0.325756,-0.563397,1.125391,0.279447,-1.064314,0.762189,-0.334213,-0.584671,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,SQ
130,140,1868,ECU,BRA,ECUADOR,BRAZIL,0,0,5,5,5,1,-0.177123,-0.083225,0.368421,0.675676,0.946527,0.968916,1,6,0,0,37,6,1.329981,-1.083433,0.172289,0.092717,2.413414,0.172289,-1.083433,1.329981,-0.859667,-1.990715,1.314007,-1.329283,-1.782924,1.13017,-1.202907,-0.049246,0.883271,2.333076,-0.049246,-1.202907,1.13017,0.857833,-1.319635,0.977992,0.647291,0.588927,1.440217,0.143564,0.877538,0.020955,1.296654,0.877538,0.143564,1.440217,0.170736,-0.835481,1.421828,-0.337176,-0.826698,-0.210985,-1.173608,-0.726954,0.978684,0.962624,-0.726954,-1.173608,-0.210985,-0.231504,-1.194924,-1.069817,-1.100994,-1.111652,0.931943,0.821907,0.877538,0.85164,0.110037,0.877538,0.821907,0.931943,0.915618,0.673547,0.184597,0.094092,0.019912,-0.686413,-0.767014,-0.726954,0.14817,0.080601,-0.726954,-0.767014,-0.686413,-0.755071,-1.618844,-0.816438,-1.311011,-1.736926,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,SQ
710,355,1974,CHN,BGR,CHINA,BULGARIA,1,0,1,4,1,1,-0.095038,-0.033132,0.5,0.864802,-0.007869,0.326459,6,6,0,0,143,5,0.965779,-1.167184,-0.128499,0.520665,2.132963,-0.128499,-1.167184,0.965779,-0.056624,-1.646518,1.032684,-0.229387,-0.469054,1.308849,-0.954359,0.236262,0.440399,2.263208,0.236262,-0.954359,1.308849,0.042356,-1.51396,1.36544,-0.180854,-0.460654,-0.362181,-1.107755,-0.756803,0.882349,0.745574,-0.756803,-1.107755,-0.362181,-0.449898,-1.225406,0.305583,0.15904,0.100215,1.046987,-0.011607,0.548503,0.156367,1.058594,0.548503,-0.011607,1.046987,0.153922,-0.85524,1.165326,-0.149556,-0.571372,0.108053,-1.432245,-0.756803,0.761416,1.540298,-0.756803,-1.432245,0.108053,-0.259437,-1.670829,0.684295,0.197513,0.078221,1.479339,-0.636368,0.548503,0.351072,2.115707,0.548503,-0.636368,1.479339,0.106397,-1.285296,1.745031,0.047625,-0.276839,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,SQ
770,200,1977,PAK,GBR,PAKISTAN,UNITED KINGDOM,0,1,4,4,1,1,0.475133,0.441695,0.638095,0.789474,0.499989,0.519576,6,6,0,0,152,5,0.513038,-0.534186,-0.01113,0.422322,1.047223,-0.01113,-0.534186,0.513038,-0.09192,-1.111864,0.517739,-0.376059,-0.664898,0.000659,-0.90501,-0.470525,0.693123,0.905668,-0.470525,-0.90501,0.000659,-0.27727,-1.211887,0.008373,-0.422994,-0.576433,-0.273385,-0.865859,-0.579522,0.889541,0.592474,-0.579522,-0.865859,-0.273385,-0.338829,-0.976319,0.242124,0.121449,0.06622,-0.21234,-0.820195,-0.525581,0.401675,0.607855,-0.525581,-0.820195,-0.21234,-0.576034,-1.418519,0.02044,-0.642417,-0.94158,-0.150127,-0.970807,-0.579522,0.841023,0.82068,-0.579522,-0.970807,-0.150127,-0.280596,-1.129784,0.337265,0.127307,0.047819,-0.08678,-0.92854,-0.525581,0.491495,0.84176,-0.525581,-0.92854,-0.08678,-0.514819,-1.437045,0.198052,-0.48424,-0.738492,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,SQ
692,670,1986,BHR,SAU,BAHRAIN,SAUDI ARABIA,0,0,2,2,2,1,1.0,1.0,1.0,1.0,1.0,1.0,1,6,0,0,161,5,-0.233859,-0.235736,-0.234797,0.088128,0.001877,-0.234797,-0.235736,-0.233859,-0.23557,-1.147607,-0.213166,-0.670814,-1.12675,-0.517194,-0.518875,-0.518034,0.912009,0.001681,-0.518034,-0.518875,-0.517194,-0.517342,-0.606866,-0.303056,-0.3472,-0.391195,0.824306,0.822229,0.823268,0.087861,0.002077,0.823268,0.822229,0.824306,0.822412,-0.08991,0.751973,0.294009,-0.162061,-0.452253,-0.453984,-0.453119,0.912089,0.00173,-0.453119,-0.453984,-0.452253,-0.452406,-0.541894,-1.203147,-1.247255,-1.29121,0.824306,0.822229,0.823268,0.087953,0.002077,0.823268,0.822229,0.824306,0.822412,-0.089818,0.751897,0.293979,-0.162044,-0.452253,-0.453984,-0.453119,0.911997,0.00173,-0.453119,-0.453984,-0.452253,-0.452406,-0.541987,-1.203071,-1.247225,-1.291227,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,SQ
165,220,1954,URY,FRA,URUGUAY,FRANCE,0,1,5,5,1,1,-0.809524,-0.256571,-0.857143,0.130081,-0.075574,0.223729,6,6,0,0,82,5,1.234274,-1.895416,-0.745338,0.707437,3.12969,-0.745338,-1.895416,1.234274,0.318643,-2.187979,1.761554,0.699641,0.55336,1.973695,-1.690556,0.725684,0.383516,3.664251,0.725684,-1.690556,1.973695,-0.285255,-2.307039,2.259545,-0.307647,-0.615889,1.306563,-1.924225,-0.778113,0.752814,3.230787,-0.778113,-1.924225,1.306563,0.507956,-2.171411,1.892337,0.970137,0.846543,1.987006,-1.757532,0.785338,0.324046,3.744537,0.785338,-1.757532,1.987006,-0.544129,-2.433486,2.23915,-0.629961,-0.967938,0.148634,-1.483675,-0.778113,0.600308,1.632308,-0.778113,-1.483675,0.148634,-0.503787,-1.883367,0.615741,-0.236525,-0.436371,1.677766,-0.545735,0.785338,0.462417,2.223501,0.785338,-0.545735,1.677766,0.48245,-1.083318,2.037579,0.573471,0.304679,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,SQ
230,200,1874,ESP,GBR,SPAIN,UNITED KINGDOM,0,1,1,1,1,1,-0.181848,-0.073657,0.288889,0.676768,-0.167753,0.210782,6,1,0,231,33,6,1.212589,-1.164326,0.033176,0.063589,2.376915,0.033176,-1.164326,1.212589,-1.013179,-2.100737,1.210479,-1.483494,-1.9517,1.251522,-1.141273,0.076258,0.921537,2.392796,0.076258,-1.141273,1.251522,1.063776,-1.219736,1.220949,0.993972,0.95474,1.407487,-0.076034,0.757048,0.17336,1.483522,0.757048,-0.076034,1.407487,0.181149,-0.902674,1.276246,-0.363413,-0.776733,0.138511,-1.075911,-0.504607,0.796753,1.214422,-0.504607,-1.075911,0.138511,-0.108317,-1.279158,-0.464669,-0.813121,-0.914744,1.716616,-0.699171,0.757048,0.098386,2.415787,0.757048,-0.699171,1.716616,-0.461492,-1.600785,1.642133,-0.986781,-1.437588,0.61466,-1.416918,-0.504607,0.860853,2.031578,-0.504607,-1.416918,0.61466,0.331973,-1.556065,-0.037047,-0.389307,-0.458881,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,SQ
365,245,1859,RUS,xxx,RUSSIAN FEDERATION,None,1,0,1,1,1,1,-0.204765,-0.117647,0.166667,0.469697,0.153556,0.265632,6,6,0,0,44,5,1.567627,-0.947709,0.460149,0.407161,2.515336,0.460149,-0.947709,1.567627,0.076438,-1.540548,1.380272,-0.407337,-0.703756,1.595523,-0.920857,0.503591,0.197402,2.51638,0.503591,-0.920857,1.595523,-0.424117,-1.723454,1.504688,-0.916251,-1.317549,1.526443,-0.201443,0.795663,0.447518,1.727887,0.795663,-0.201443,1.526443,0.571817,-0.753925,1.17037,-0.060497,-0.336738,1.287561,-0.468026,0.484585,0.161018,1.755587,0.484585,-0.468026,1.287561,-0.185345,-1.307008,1.159445,-0.732952,-1.152444,1.535621,-0.219115,0.795663,0.220969,1.754736,0.795663,-0.219115,1.535621,0.168627,-0.998146,1.359805,-0.396705,-0.78622,1.298746,-0.484033,0.484585,0.413663,1.782779,0.484585,-0.484033,1.298746,0.253436,-1.07037,0.969611,-0.368868,-0.662037,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,SQ
135,200,1888,PER,GBR,PERU,UNITED KINGDOM,0,1,5,5,1,1,-0.072548,-0.06286,0.714286,0.789474,0.335539,0.569473,6,6,0,0,38,6,0.922634,-1.156767,-0.147283,0.11688,2.079401,-0.147283,-1.156767,0.922634,-0.913727,-2.039887,0.939849,-1.338073,-1.779633,1.036546,-1.093738,-0.036449,0.905546,2.130285,-0.036449,-1.093738,1.036546,0.835332,-1.188192,1.169918,0.921477,0.87425,0.709825,0.10549,0.414917,0.474296,0.604335,0.414917,0.10549,0.709825,0.392124,-0.420214,0.513032,-0.067522,-0.330373,-0.554695,-0.974763,-0.77182,0.593868,0.420069,-0.77182,-0.974763,-0.554695,-0.725298,-1.380895,-0.8011,-1.174769,-1.377835,1.075619,-0.324987,0.414917,0.443428,1.400606,0.414917,-0.324987,1.075619,0.296081,-0.881559,0.891633,-0.166191,-0.444477,-0.238532,-1.226177,-0.77182,0.710092,0.987645,-0.77182,-1.226177,-0.238532,-0.524858,-1.516086,-0.533161,-0.964441,-1.109396,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,SQ
640,350,1991,TUR,GRC,TURKEY,GREECE,0,0,1,2,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1,6,0,0,177,7,0.224145,0.222065,0.223105,0.999685,0.00208,0.223105,0.222065,0.224145,0.224144,0.22175,0.00111,0.000952,0.000795,0.878262,0.876204,0.877233,0.000271,0.002058,0.877233,0.876204,0.878262,0.876205,-0.123525,0.878201,0.37628,-0.123585,0.481152,0.47903,0.480091,0.999839,0.002122,0.480091,0.47903,0.481152,0.481152,0.478869,0.001138,0.001057,0.000977,0.920056,0.918015,0.919036,8.6e-05,0.002041,0.919036,0.918015,0.920056,0.918015,-0.081899,0.920014,0.418017,-0.08194,0.481152,0.47903,0.480091,0.657441,0.002122,0.480091,0.47903,0.481152,0.480425,0.136471,0.16552,-0.006486,-0.177765,0.920056,0.918015,0.919036,0.195286,0.002041,0.919036,0.918015,0.920056,0.918414,0.113301,0.8263,0.422301,0.019945,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,SQ
365,350,1916,RUS,GRC,RUSSIAN FEDERATION,GREECE,1,0,1,1,1,1,-0.193649,-0.08894,0.272727,0.627907,0.021982,0.132655,6,6,0,0,44,8,1.68315,-0.800667,0.665081,0.875545,2.483816,0.665081,-0.800667,1.68315,1.374026,-0.925122,1.100841,0.72949,0.667262,1.152014,-1.216331,-0.044057,0.047045,2.368345,-0.044057,-1.216331,1.152014,-1.104911,-2.169286,1.120725,-1.612678,-2.089155,1.21817,-0.317132,0.510862,0.580659,1.535302,0.510862,-0.317132,1.21817,0.574355,-0.736473,0.921533,0.068048,-0.141622,1.438051,-0.074842,0.780658,0.172774,1.512893,0.780658,-0.074842,1.438051,0.186547,-0.902068,1.349787,-0.31533,-0.728943,1.428164,-0.626661,0.510862,0.251508,2.054825,0.510862,-0.626661,1.428164,-0.109857,-1.375153,1.299679,-0.612589,-0.986835,1.614188,-0.412425,0.780658,0.238865,2.026613,0.780658,-0.412425,1.614188,0.071662,-1.17356,1.492161,-0.430933,-0.8115,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,SQ
220,235,1830,FRA,PRT,FRANCE,PORTUGAL,1,0,1,1,1,1,-0.062869,-0.05547,0.75,0.777778,0.070933,0.113975,6,1,433,404,27,5,1.76904,-0.367245,0.975513,0.078297,2.136285,0.975513,-0.367245,1.76904,-0.199979,-1.288947,1.69266,-0.737211,-1.198062,1.143463,-1.012623,0.084083,0.639824,2.156086,0.084083,-1.012623,1.143463,0.366893,-1.372799,0.519306,-0.437352,-0.61744,1.162682,0.65302,0.922059,0.385607,0.509663,0.922059,0.65302,1.162682,0.849549,0.038626,0.80713,0.1868,-0.120397,1.147418,0.635976,0.905606,0.433571,0.511442,0.905606,0.635976,1.147418,0.857722,0.069547,0.74764,0.174729,-0.108485,1.669302,-0.218461,0.922059,0.203025,1.887763,0.922059,-0.218461,1.669302,0.164802,-1.015436,1.4821,-0.420886,-0.819374,1.659639,-0.233621,0.905606,0.201608,1.89326,0.905606,-0.233621,1.659639,0.148076,-1.032012,1.473745,-0.437015,-0.83621,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,SQ
160,255,1925,ARG,DEU,ARGENTINA,GERMANY,0,1,5,5,1,1,-0.069338,-0.038576,0.703704,0.803279,0.136282,0.372289,6,6,0,0,62,7,1.12154,-1.037326,0.054135,0.008986,2.158865,0.054135,-1.037326,1.12154,-1.017926,-2.02834,1.121053,-1.513919,-2.009426,0.933548,-1.146208,-0.133767,0.991872,2.079756,-0.133767,-1.146208,0.933548,0.916644,-1.154336,0.879853,0.858885,0.85482,-0.539239,-0.976635,-0.765543,0.515937,0.437395,-0.765543,-0.976635,-0.539239,-0.750966,-1.460698,-0.144268,-0.598026,-0.840058,-0.569748,-0.999842,-0.792498,0.670553,0.430094,-0.792498,-0.999842,-0.569748,-0.711441,-1.329289,-0.056411,-0.362827,-0.527551,-0.046651,-1.348016,-0.765543,0.538311,1.301365,-0.765543,-1.348016,-0.046651,-0.647477,-1.809705,0.365449,-0.466222,-0.697067,-0.083014,-1.363708,-0.792498,0.913148,1.280695,-0.792498,-1.363708,-0.083014,-0.194244,-1.45056,0.616041,0.461385,0.417959,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,SQ
145,710,1987,BOL,CHN,BOLIVIA,CHINA,0,1,5,5,4,1,-0.262176,-0.054768,-0.52381,0.590062,-0.113024,0.359037,6,6,0,0,161,5,1.68174,-0.94753,0.58327,0.142671,2.62927,0.58327,-0.94753,1.68174,-0.57241,-1.804859,1.598524,-1.08429,-1.512954,1.361047,-1.206049,0.114582,0.582747,2.567096,0.114582,-1.206049,1.361047,0.289917,-1.623302,1.021148,-0.258608,-0.467234,1.864294,-1.269964,0.671171,0.045955,3.134257,0.671171,-1.269964,1.864294,-1.125928,-2.224008,1.83345,-1.633794,-2.110817,0.960183,-1.691585,-0.57927,0.953016,2.651768,-0.57927,-1.691585,0.960183,0.835593,-1.738569,0.320546,0.172464,0.148972,1.63519,-0.685107,0.671171,0.135371,2.320297,0.671171,-0.685107,1.63519,-0.371007,-1.549736,1.544333,-0.894178,-1.326493,0.458441,-1.413001,-0.57927,0.862619,1.871443,-0.57927,-1.413001,0.458441,0.201341,-1.550382,-0.120523,-0.446314,-0.515005,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,SQ
365,212,1965,RUS,LUX,RUSSIAN FEDERATION,LUXEMBOURG,1,0,1,1,1,1,-0.551677,-0.119852,-0.4375,0.573333,-0.617835,-0.186468,6,6,0,0,125,5,1.131385,-1.681589,-0.466055,0.766396,2.812974,-0.466055,-1.681589,1.131385,0.474264,-1.915192,1.488568,0.714645,0.597843,1.934546,-1.199216,0.912662,0.087895,3.133761,0.912662,-1.199216,1.934546,-0.923773,-2.11132,1.97551,-1.338861,-1.794914,1.082263,-1.56999,-0.377662,0.702673,2.652253,-0.377662,-1.56999,1.082263,0.293677,-1.867317,1.347636,0.410386,0.261723,1.920817,-0.954335,0.999638,0.080518,2.875153,0.999638,-0.954335,1.920817,-0.722833,-1.873817,1.951226,-1.152165,-1.611906,1.313346,-1.709639,-0.377662,0.747357,3.022985,-0.377662,-1.709639,1.313346,0.549611,-1.962282,1.595595,0.705538,0.579217,1.963443,-1.272354,0.999638,0.053044,3.235796,0.999638,-1.272354,1.963443,-1.100714,-2.21931,1.983475,-1.55416,-2.027638,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,SQ
