Game,Player1,Player2,groundtruth,theta1,theta2,L1,L2,SQ_Q,ACQ1_Q,ACQ2_Q,NEGO_Q,CAP1_Q,CAP2_Q,WAR1_Q,WAR2_Q,MAX_Quantum,SQ_C,ACQ1_C,ACQ2_C,NEGO_C,CAP1_C,CAP2_C,WAR1_C,WAR2_C,MAX_Classical
200,ISR,LBN,War1,0.0,4.3,1,1,0.14663483576147493,0.05674773946089899,0.027279836503609902,0.24951853908134597,0.06574020275716039,0.033032500261112506,0.10309077731211336,0.31795556886228366,WAR2,0.15403153908998174,0.036859157697589476,0.2478502706039339,0.0988748381015555,0.027811936405208487,0.07281402193369392,0.22724450347474145,0.1345137326932955,ACQ2
200,ISR,LBN,War1,0.0,4.31,1,1,0.14500880501115246,0.05719771241649288,0.02716556286318987,0.2479324802317907,0.06573812922174696,0.03373343939007415,0.10527833075438787,0.317945540111165,WAR2,0.15403153908998174,0.036859157697589476,0.2478502706039339,0.0988748381015555,0.027811936405208487,0.07281402193369392,0.22724450347474145,0.1345137326932955,ACQ2
200,ISR,LBN,War1,0.0,4.32,1,1,0.14340848777542128,0.057639723463275574,0.027059923988857197,0.24631881757185117,0.06573436994998044,0.03443706151215039,0.10747425752122221,0.31792735821724183,WAR2,0.15403153908998174,0.036859157697589476,0.2478502706039339,0.0988748381015555,0.027811936405208487,0.07281402193369392,0.22724450347474145,0.1345137326932955,ACQ2
200,ISR,LBN,War1,0.0,4.33,1,1,0.14183470877855073,0.05807354214865698,0.026963050605644294,0.24467846122613723,0.0657289241604024,0.035142970945687205,0.10967732273396776,0.31790101940095317,WAR2,0.15403153908998174,0.036859157697589476,0.2478502706039339,0.0988748381015555,0.027811936405208487,0.07281402193369392,0.22724450347474145,0.1345137326932955,ACQ2
200,ISR,LBN,War1,0.0,4.34,1,1,0.14028824376012283,0.05849895010384297,0.02687507265246429,0.24301234138283437,0.06572179280990029,0.03585077382356566,0.11188629717693907,0.3178665282903305,WAR2,0.15403153908998174,0.036859157697589476,0.2478502706039339,0.0988748381015555,0.027811936405208487,0.07281402193369392,0.22724450347474145,0.1345137326932955,ACQ2
200,ISR,LBN,War1,0.0,4.35,1,1,0.1387698184787116,0.05891574087707839,0.026796119932785883,0.2413214059087091,0.06571297849344729,0.036560078938303174,0.11409995993488149,0.31782389743608286,WAR2,0.15403153908998174,0.036859157697589476,0.2478502706039339,0.0988748381015555,0.027811936405208487,0.07281402193369392,0.22724450347474145,0.1345137326932955,ACQ2
200,ISR,LBN,War1,0.0,4.36,1,1,0.1372801079801404,0.05932371972784234,0.026726322767350128,0.23960661801189986,0.06570248532734502,0.03727049854370126,0.11631710089482486,0.31777314674689594,WAR2,0.15403153908998174,0.036859157697589476,0.2478502706039339,0.0988748381015555,0.027811936405208487,0.07281402193369392,0.22724450347474145,0.1345137326932955,ACQ2
200,ISR,LBN,War1,0.0,4.37,1,1,0.13581973611688644,0.0597227033856305,0.02666581264717703,0.2378689539626665,0.06569031881704829,0.037981649111842916,0.11853652310858873,0.31771430285015967,WAR2,0.15403153908998174,0.036859157697589476,0.2478502706039339,0.0988748381015555,0.027811936405208487,0.07281402193369392,0.22724450347474145,0.1345137326932955,ACQ2
200,ISR,LBN,War1,0.0,4.38,1,1,0.1343892753036946,0.06011251977689637,0.0266147228854017,0.23610940088124333,0.06567648571072485,0.03869315204470142,0.12075704501363453,0.31764739838370337,WAR2,0.15403153908998174,0.036859157697589476,0.2478502706039339,0.0988748381015555,0.027811936405208487,0.07281402193369392,0.22724450347474145,0.1345137326932955,ACQ2
200,ISR,LBN,War1,0.0,4.39,1,1,0.13298924649324906,0.060493007723633224,0.026573189266758807,0.23432895460091221,0.06566099383975767,0.03940463434004162,0.12297750251126992,0.3175724712243773,WAR2,0.15403153908998174,0.036859157697589476,0.2478502706039339,0.0988748381015555,0.027811936405208487,0.07281402193369392,0.22724450347474145,0.1345137326932955,ACQ2
200,ISR,LBN,War1,0.0,4.4,1,1,0.13162011935482454,0.06086401661696729,0.026541350693795318,0.23252861761336874,0.06564385194743481,0.04011572921168339,0.125196750902422,0.317489563659504,WAR2,0.15403153908998174,0.036859157697589476,0.2478502706039339,0.0988748381015555,0.027811936405208487,0.07281402193369392,0.22724450347474145,0.1345137326932955,ACQ2
200,ISR,LBN,War1,0.0,4.41,1,1,0.1302823126381774,0.061225406068998775,0.02651934982913425,0.23070939710243832,0.06562506950709472,0.040826076664544776,0.12741366668228413,0.31739872150732773,WAR2,0.15403153908998174,0.036859157697589476,0.2478502706039339,0.0988748381015555,0.027811936405208487,0.07281402193369392,0.22724450347474145,0.1345137326932955,ACQ2
200,ISR,LBN,War1,0.0,4.42,1,1,0.12897619470454125,0.061577045545986475,0.026507333733334276,0.2288723030711958,0.06560465653100037,0.04153532402519667,0.1296271491961175,0.3172999931926276,WAR2,0.15403153908998174,0.036859157697589476,0.2478502706039339,0.0988748381015555,0.027811936405208487,0.07281402193369392,0.22724450347474145,0.1345137326932955,ACQ2
200,ISR,LBN,War1,0.0,4.43,1,1,0.12770208420641208,0.061918813985810714,0.026505454498090535,0.2270183465665636,0.06558262337121328,0.04224312642893279,0.13183612215934304,0.317193428783634,WAR2,0.15403153908998174,0.036859157697589476,0.2478502706039339,0.0988748381015555,0.027811936405208487,0.07281402193369392,0.22724450347474145,0.1345137326932955,ACQ2
